Nome do Produto,Categoria do Produto,Preço do Produto (R$),Filial,Quantidade em Estoque,Data da Venda
Base líquida,Roupas,29.49,Filial 6,15,2023-07-10 18:58:06.794203
Blush em pó,Eletrônicos,75.77,Filial 10,90,2023-05-29 18:58:06.794203
Corretivo,Roupas,56.75,Filial 8,99,2023-05-16 18:58:06.794203
Batom líquido,Eletrônicos,36.38,Filial 2,8,2023-05-25 18:58:06.794203
Batom matte,Alimentos,42.44,Filial 4,28,2023-04-05 18:58:06.794203
Sombra de olhos,Eletrodomésticos,77.27,Filial 4,86,2022-10-31 18:58:06.794203
Pó compacto,Roupas,25.84,Filial 10,55,2023-02-13 18:58:06.794203
Máscara de cílios,Eletrônicos,38.5,Filial 10,8,2022-12-31 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,3.61,Filial 1,58,2023-05-14 18:58:06.794203
Delineador líquido,Alimentos,37.76,Filial 2,58,2023-02-22 18:58:06.794203
Batom matte,Roupas,23.8,Filial 3,100,2023-08-24 18:58:06.794203
Base líquida,Eletrodomésticos,47.89,Filial 6,47,2022-12-02 18:58:06.794203
Batom matte,Eletrônicos,54.78,Filial 1,81,2023-03-10 18:58:06.794203
Batom líquido,Alimentos,56.57,Filial 8,86,2023-04-29 18:58:06.794203
Delineador líquido,Eletrodomésticos,87.52,Filial 6,15,2022-09-13 18:58:06.794203
Base líquida,Alimentos,78.31,Filial 3,74,2023-01-19 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,80.9,Filial 7,17,2022-11-14 18:58:06.794203
Batom líquido,Roupas,70.26,Filial 9,39,2023-02-26 18:58:06.794203
Máscara de cílios,Eletrônicos,37.78,Filial 4,30,2022-11-01 18:58:06.794203
Batom líquido,Roupas,75.55,Filial 5,85,2022-12-29 18:58:06.794203
Lápis de sobrancelha,Alimentos,92.44,Filial 9,54,2022-12-06 18:58:06.794203
Blush em pó,Eletrônicos,95.42,Filial 5,5,2022-09-29 18:58:06.794203
Base líquida,Eletrodomésticos,38.15,Filial 7,50,2023-04-03 18:58:06.794203
Máscara de cílios,Eletrodomésticos,81.3,Filial 6,32,2023-07-28 18:58:06.794203
Corretivo,Eletrônicos,31.55,Filial 9,27,2022-11-10 18:58:06.794203
Lápis de sobrancelha,Roupas,28.79,Filial 7,86,2023-07-18 18:58:06.794203
Batom líquido,Alimentos,62.67,Filial 8,94,2023-05-04 18:58:06.794203
Batom matte,Alimentos,51.89,Filial 5,21,2022-11-26 18:58:06.794203
Pó compacto,Alimentos,26.49,Filial 4,5,2022-09-10 18:58:06.794203
Delineador líquido,Alimentos,69.44,Filial 3,94,2023-08-08 18:58:06.794203
Sombra de olhos,Alimentos,71.18,Filial 1,74,2023-02-15 18:58:06.794203
Blush em pó,Roupas,50.03,Filial 7,75,2022-10-04 18:58:06.794203
Sombra de olhos,Roupas,96.3,Filial 7,5,2023-05-08 18:58:06.794203
Blush em pó,Eletrônicos,85.72,Filial 9,86,2022-11-30 18:58:06.794203
Delineador líquido,Eletrônicos,84.57,Filial 2,59,2023-01-04 18:58:06.794203
Corretivo,Alimentos,53.42,Filial 6,66,2022-12-18 18:58:06.794203
Batom matte,Roupas,46.09,Filial 10,95,2022-12-07 18:58:06.794203
Batom líquido,Roupas,38.79,Filial 2,46,2023-06-02 18:58:06.794203
Corretivo,Alimentos,92.59,Filial 8,85,2022-09-08 18:58:06.794203
Batom líquido,Eletrodomésticos,94.57,Filial 8,49,2023-05-09 18:58:06.794203
Sombra de olhos,Eletrodomésticos,63.26,Filial 2,64,2023-01-15 18:58:06.794203
Blush em pó,Eletrodomésticos,44.83,Filial 8,19,2022-12-08 18:58:06.794203
Batom matte,Eletrodomésticos,25.26,Filial 5,56,2023-01-04 18:58:06.794203
Batom líquido,Eletrônicos,11.28,Filial 4,7,2023-01-13 18:58:06.794203
Batom matte,Eletrônicos,19.74,Filial 8,74,2022-12-08 18:58:06.794203
Blush em pó,Eletrodomésticos,3.03,Filial 8,76,2022-09-24 18:58:06.794203
Corretivo,Eletrônicos,85.48,Filial 10,95,2023-03-02 18:58:06.794203
Batom líquido,Alimentos,11.21,Filial 7,46,2023-02-24 18:58:06.794203
Batom matte,Alimentos,49.12,Filial 7,84,2022-10-24 18:58:06.794203
Delineador líquido,Alimentos,55.63,Filial 8,84,2022-11-02 18:58:06.794203
Batom matte,Eletrônicos,59.48,Filial 6,51,2023-05-27 18:58:06.794203
Batom líquido,Alimentos,11.55,Filial 6,82,2023-02-14 18:58:06.794203
Base líquida,Roupas,84.71,Filial 7,90,2023-02-28 18:58:06.794203
Base líquida,Alimentos,4.2,Filial 2,96,2023-03-30 18:58:06.794203
Lápis de sobrancelha,Alimentos,32.37,Filial 8,52,2023-02-16 18:58:06.794203
Sombra de olhos,Alimentos,2.19,Filial 3,33,2023-02-20 18:58:06.794203
Sombra de olhos,Eletrônicos,62.36,Filial 9,84,2022-11-01 18:58:06.794203
Máscara de cílios,Eletrônicos,86.52,Filial 9,12,2023-04-10 18:58:06.794203
Sombra de olhos,Alimentos,64.27,Filial 3,46,2022-12-16 18:58:06.794203
Máscara de cílios,Eletrodomésticos,70.82,Filial 8,54,2022-11-23 18:58:06.794203
Batom matte,Eletrodomésticos,88.51,Filial 6,81,2023-07-13 18:58:06.794203
Batom líquido,Eletrodomésticos,92.64,Filial 8,37,2022-10-20 18:58:06.794203
Batom líquido,Eletrônicos,95.31,Filial 9,11,2023-08-01 18:58:06.794203
Batom matte,Alimentos,21.49,Filial 1,82,2023-04-20 18:58:06.794203
Corretivo,Eletrodomésticos,6.23,Filial 10,56,2023-04-19 18:58:06.794203
Base líquida,Roupas,55.0,Filial 7,1,2023-01-29 18:58:06.794203
Corretivo,Roupas,95.68,Filial 9,83,2023-07-11 18:58:06.794203
Base líquida,Eletrodomésticos,3.74,Filial 5,91,2022-09-22 18:58:06.794203
Pó compacto,Eletrônicos,99.4,Filial 7,51,2023-02-03 18:58:06.794203
Base líquida,Eletrônicos,36.87,Filial 10,100,2023-08-22 18:58:06.794203
Blush em pó,Roupas,50.48,Filial 2,22,2022-10-31 18:58:06.794203
Base líquida,Eletrônicos,64.88,Filial 7,4,2022-10-24 18:58:06.794203
Pó compacto,Eletrodomésticos,5.53,Filial 10,25,2022-09-27 18:58:06.794203
Base líquida,Alimentos,15.26,Filial 4,12,2023-05-03 18:58:06.794203
Base líquida,Eletrodomésticos,21.53,Filial 2,51,2023-07-03 18:58:06.794203
Pó compacto,Alimentos,52.16,Filial 10,70,2022-12-09 18:58:06.794203
Pó compacto,Eletrodomésticos,88.52,Filial 6,3,2023-07-01 18:58:06.794203
Lápis de sobrancelha,Alimentos,84.42,Filial 5,86,2023-06-12 18:58:06.794203
Batom líquido,Eletrônicos,91.17,Filial 10,41,2023-09-04 18:58:06.794203
Corretivo,Eletrodomésticos,38.64,Filial 1,91,2022-11-24 18:58:06.794203
Delineador líquido,Roupas,40.08,Filial 4,38,2022-09-06 18:58:06.794203
Blush em pó,Alimentos,53.62,Filial 4,95,2023-08-04 18:58:06.794203
Máscara de cílios,Eletrodomésticos,72.2,Filial 9,66,2023-04-09 18:58:06.794203
Delineador líquido,Eletrodomésticos,50.72,Filial 9,7,2022-09-13 18:58:06.794203
Blush em pó,Roupas,37.44,Filial 5,24,2022-12-04 18:58:06.794203
Lápis de sobrancelha,Roupas,38.85,Filial 5,73,2023-02-07 18:58:06.794203
Batom líquido,Roupas,88.73,Filial 3,44,2023-05-01 18:58:06.794203
Blush em pó,Eletrodomésticos,53.05,Filial 7,61,2023-04-18 18:58:06.794203
Máscara de cílios,Roupas,7.6,Filial 7,17,2022-12-19 18:58:06.794203
Batom matte,Alimentos,34.08,Filial 6,48,2023-06-14 18:58:06.794203
Blush em pó,Roupas,81.75,Filial 2,52,2023-08-28 18:58:06.794203
Sombra de olhos,Eletrodomésticos,19.07,Filial 8,40,2023-05-28 18:58:06.794203
Batom matte,Eletrodomésticos,18.5,Filial 3,93,2023-07-24 18:58:06.794203
Sombra de olhos,Eletrodomésticos,91.89,Filial 3,80,2023-03-22 18:58:06.794203
Blush em pó,Alimentos,86.69,Filial 10,95,2023-05-20 18:58:06.794203
Máscara de cílios,Eletrodomésticos,52.85,Filial 5,68,2022-10-06 18:58:06.794203
Corretivo,Eletrodomésticos,31.32,Filial 3,62,2023-03-12 18:58:06.794203
Lápis de sobrancelha,Alimentos,43.27,Filial 8,40,2023-05-25 18:58:06.794203
Base líquida,Eletrodomésticos,69.27,Filial 10,11,2022-11-27 18:58:06.794203
Blush em pó,Eletrônicos,23.75,Filial 1,63,2023-01-07 18:58:06.794203
Delineador líquido,Alimentos,87.02,Filial 10,47,2023-02-28 18:58:06.794203
Delineador líquido,Eletrônicos,44.2,Filial 3,46,2023-06-25 18:58:06.794203
Sombra de olhos,Alimentos,4.98,Filial 5,74,2023-02-19 18:58:06.794203
Base líquida,Eletrônicos,89.43,Filial 4,61,2023-08-28 18:58:06.794203
Base líquida,Eletrodomésticos,50.41,Filial 8,81,2023-03-02 18:58:06.794203
Base líquida,Alimentos,27.9,Filial 6,60,2023-06-03 18:58:06.794203
Corretivo,Eletrodomésticos,30.33,Filial 6,91,2023-08-17 18:58:06.794203
Delineador líquido,Roupas,31.95,Filial 7,36,2023-05-20 18:58:06.794203
Delineador líquido,Eletrônicos,95.48,Filial 8,79,2023-07-14 18:58:06.794203
Corretivo,Alimentos,35.5,Filial 7,43,2023-04-10 18:58:06.794203
Pó compacto,Eletrodomésticos,63.7,Filial 2,86,2023-04-17 18:58:06.794203
Batom matte,Eletrônicos,18.91,Filial 6,44,2023-03-15 18:58:06.794203
Delineador líquido,Eletrodomésticos,77.49,Filial 4,25,2023-03-28 18:58:06.794203
Delineador líquido,Alimentos,11.58,Filial 7,30,2023-03-31 18:58:06.794203
Máscara de cílios,Roupas,29.0,Filial 2,59,2023-06-23 18:58:06.794203
Pó compacto,Alimentos,66.37,Filial 4,11,2022-10-03 18:58:06.794203
Máscara de cílios,Roupas,59.98,Filial 7,78,2023-04-28 18:58:06.794203
Blush em pó,Eletrodomésticos,80.14,Filial 5,32,2023-02-11 18:58:06.794203
Sombra de olhos,Alimentos,83.74,Filial 9,45,2022-10-25 18:58:06.794203
Delineador líquido,Eletrodomésticos,67.36,Filial 9,51,2023-07-24 18:58:06.794203
Sombra de olhos,Eletrônicos,88.95,Filial 3,35,2022-12-28 18:58:06.794203
Batom matte,Alimentos,58.32,Filial 5,53,2023-03-01 18:58:06.794203
Blush em pó,Eletrodomésticos,43.45,Filial 10,8,2023-04-06 18:58:06.794203
Batom matte,Eletrônicos,49.77,Filial 3,68,2023-07-31 18:58:06.794203
Blush em pó,Eletrônicos,3.72,Filial 3,63,2023-05-13 18:58:06.794203
Base líquida,Eletrodomésticos,14.95,Filial 10,82,2022-09-20 18:58:06.794203
Batom líquido,Roupas,11.71,Filial 7,89,2023-08-23 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,45.92,Filial 2,53,2022-11-16 18:58:06.794203
Corretivo,Roupas,95.18,Filial 8,11,2023-01-06 18:58:06.794203
Batom matte,Alimentos,4.85,Filial 1,82,2023-04-04 18:58:06.794203
Delineador líquido,Eletrônicos,93.84,Filial 7,76,2023-07-19 18:58:06.794203
Sombra de olhos,Eletrodomésticos,80.92,Filial 4,77,2023-06-08 18:58:06.794203
Delineador líquido,Eletrodomésticos,46.65,Filial 10,55,2023-03-10 18:58:06.794203
Lápis de sobrancelha,Alimentos,59.92,Filial 8,88,2022-09-16 18:58:06.794203
Pó compacto,Alimentos,21.25,Filial 5,44,2023-01-08 18:58:06.794203
Delineador líquido,Eletrodomésticos,8.46,Filial 5,23,2023-07-03 18:58:06.794203
Pó compacto,Roupas,10.79,Filial 2,97,2023-04-15 18:58:06.794203
Delineador líquido,Eletrônicos,77.48,Filial 4,24,2023-07-27 18:58:06.794203
Máscara de cílios,Eletrônicos,28.31,Filial 3,85,2023-07-10 18:58:06.794203
Pó compacto,Roupas,27.03,Filial 3,47,2022-12-13 18:58:06.794203
Batom matte,Eletrônicos,75.77,Filial 7,2,2023-06-30 18:58:06.794203
Sombra de olhos,Eletrônicos,23.06,Filial 10,53,2022-11-23 18:58:06.794203
Batom matte,Alimentos,63.53,Filial 3,92,2023-01-04 18:58:06.794203
Batom matte,Eletrodomésticos,75.45,Filial 4,5,2022-12-10 18:58:06.794203
Delineador líquido,Roupas,29.74,Filial 6,83,2023-04-29 18:58:06.794203
Corretivo,Alimentos,66.22,Filial 5,12,2023-03-07 18:58:06.794203
Máscara de cílios,Eletrônicos,41.16,Filial 1,57,2023-05-20 18:58:06.794203
Delineador líquido,Eletrônicos,3.96,Filial 10,11,2023-08-27 18:58:06.794203
Lápis de sobrancelha,Alimentos,23.2,Filial 5,84,2023-04-11 18:58:06.794203
Máscara de cílios,Eletrodomésticos,47.71,Filial 7,29,2023-07-23 18:58:06.794203
Batom matte,Eletrodomésticos,82.86,Filial 9,30,2023-01-29 18:58:06.794203
Pó compacto,Eletrodomésticos,34.58,Filial 9,99,2023-06-24 18:58:06.794203
Batom matte,Alimentos,16.32,Filial 3,1,2023-08-17 18:58:06.794203
Pó compacto,Eletrônicos,30.94,Filial 6,26,2023-01-17 18:58:06.794203
Batom matte,Roupas,6.81,Filial 4,59,2023-04-01 18:58:06.794203
Batom matte,Alimentos,66.38,Filial 6,79,2023-04-25 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,72.32,Filial 6,14,2022-11-08 18:58:06.794203
Batom líquido,Eletrodomésticos,99.68,Filial 7,45,2022-11-11 18:58:06.794203
Base líquida,Alimentos,44.94,Filial 2,6,2023-04-13 18:58:06.794203
Batom líquido,Alimentos,82.88,Filial 5,86,2023-08-16 18:58:06.794203
Pó compacto,Eletrônicos,33.33,Filial 5,16,2023-08-03 18:58:06.794203
Delineador líquido,Eletrônicos,6.55,Filial 6,6,2023-07-10 18:58:06.794203
Batom líquido,Roupas,11.39,Filial 7,31,2022-11-01 18:58:06.794203
Sombra de olhos,Eletrônicos,36.49,Filial 1,35,2023-06-19 18:58:06.794203
Batom líquido,Roupas,89.37,Filial 6,38,2023-04-13 18:58:06.794203
Lápis de sobrancelha,Alimentos,13.47,Filial 2,75,2023-08-13 18:58:06.794203
Corretivo,Alimentos,40.02,Filial 9,65,2023-07-14 18:58:06.794203
Batom líquido,Eletrodomésticos,15.11,Filial 3,27,2023-06-09 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,87.84,Filial 4,99,2023-01-01 18:58:06.794203
Sombra de olhos,Eletrodomésticos,80.68,Filial 4,100,2023-03-08 18:58:06.794203
Blush em pó,Alimentos,37.02,Filial 1,91,2022-11-10 18:58:06.794203
Pó compacto,Eletrônicos,29.8,Filial 6,23,2023-05-09 18:58:06.794203
Corretivo,Alimentos,92.08,Filial 4,72,2023-02-24 18:58:06.794203
Blush em pó,Roupas,33.05,Filial 6,71,2022-09-13 18:58:06.794203
Máscara de cílios,Eletrodomésticos,92.17,Filial 1,18,2023-03-25 18:58:06.794203
Pó compacto,Alimentos,47.13,Filial 7,32,2023-04-13 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,77.71,Filial 5,58,2023-02-27 18:58:06.794203
Batom matte,Eletrônicos,85.66,Filial 3,67,2023-01-14 18:58:06.794203
Máscara de cílios,Roupas,30.0,Filial 8,83,2023-07-26 18:58:06.794203
Máscara de cílios,Eletrodomésticos,57.18,Filial 6,94,2023-01-04 18:58:06.794203
Corretivo,Roupas,46.14,Filial 9,36,2023-07-07 18:58:06.794203
Pó compacto,Roupas,94.89,Filial 2,3,2023-06-10 18:58:06.794203
Batom matte,Alimentos,67.51,Filial 10,47,2022-10-17 18:58:06.794203
Base líquida,Eletrônicos,65.67,Filial 4,13,2023-05-08 18:58:06.794203
Batom matte,Roupas,31.73,Filial 5,86,2022-10-20 18:58:06.794203
Máscara de cílios,Eletrônicos,94.35,Filial 7,59,2022-10-16 18:58:06.794203
Delineador líquido,Eletrônicos,43.73,Filial 7,73,2022-09-09 18:58:06.794203
Blush em pó,Roupas,63.5,Filial 7,28,2023-07-29 18:58:06.794203
Batom líquido,Eletrônicos,44.96,Filial 9,3,2022-11-12 18:58:06.794203
Blush em pó,Alimentos,34.94,Filial 1,80,2022-10-14 18:58:06.794203
Batom líquido,Eletrônicos,52.18,Filial 5,40,2022-10-19 18:58:06.794203
Máscara de cílios,Alimentos,31.61,Filial 3,59,2022-12-08 18:58:06.794203
Batom matte,Eletrodomésticos,17.25,Filial 1,69,2023-02-04 18:58:06.794203
Sombra de olhos,Eletrodomésticos,60.15,Filial 6,81,2023-05-24 18:58:06.794203
Batom matte,Roupas,3.48,Filial 1,24,2023-02-14 18:58:06.794203
Corretivo,Alimentos,55.1,Filial 7,17,2022-12-29 18:58:06.794203
Base líquida,Eletrodomésticos,28.6,Filial 6,58,2023-01-30 18:58:06.794203
Máscara de cílios,Eletrodomésticos,28.25,Filial 7,93,2023-04-19 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,9.53,Filial 8,43,2023-06-18 18:58:06.794203
Batom líquido,Eletrônicos,23.71,Filial 10,90,2023-03-12 18:58:06.794203
Batom líquido,Roupas,20.62,Filial 8,22,2022-12-30 18:58:06.794203
Base líquida,Roupas,10.97,Filial 3,62,2023-06-18 18:58:06.794203
Blush em pó,Eletrônicos,46.84,Filial 7,89,2022-09-13 18:58:06.794203
Base líquida,Alimentos,33.96,Filial 9,24,2023-07-01 18:58:06.794203
Batom matte,Eletrodomésticos,63.3,Filial 1,22,2023-08-07 18:58:06.794203
Lápis de sobrancelha,Roupas,45.95,Filial 1,59,2023-08-25 18:58:06.794203
Base líquida,Eletrônicos,71.21,Filial 4,8,2023-03-30 18:58:06.794203
Base líquida,Eletrônicos,30.66,Filial 1,1,2023-02-08 18:58:06.794203
Sombra de olhos,Roupas,90.05,Filial 9,42,2022-11-26 18:58:06.794203
Máscara de cílios,Roupas,88.08,Filial 9,4,2023-08-23 18:58:06.794203
Corretivo,Eletrônicos,38.48,Filial 9,29,2023-05-21 18:58:06.794203
Base líquida,Eletrônicos,57.37,Filial 4,27,2023-04-19 18:58:06.794203
Máscara de cílios,Alimentos,18.84,Filial 4,7,2023-07-21 18:58:06.794203
Corretivo,Alimentos,95.89,Filial 5,28,2022-12-05 18:58:06.794203
Corretivo,Eletrodomésticos,52.67,Filial 6,31,2023-07-08 18:58:06.794203
Batom matte,Roupas,8.43,Filial 9,98,2023-01-31 18:58:06.794203
Lápis de sobrancelha,Alimentos,83.01,Filial 4,99,2023-06-21 18:58:06.794203
Delineador líquido,Eletrodomésticos,80.51,Filial 5,56,2022-11-07 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,90.76,Filial 4,35,2023-03-26 18:58:06.794203
Delineador líquido,Alimentos,7.68,Filial 1,10,2023-05-07 18:58:06.794203
Pó compacto,Eletrodomésticos,15.95,Filial 4,46,2023-01-03 18:58:06.794203
Máscara de cílios,Eletrônicos,1.14,Filial 9,26,2022-09-19 18:58:06.794203
Base líquida,Roupas,38.15,Filial 9,13,2023-01-02 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,61.38,Filial 5,6,2023-04-12 18:58:06.794203
Blush em pó,Alimentos,53.73,Filial 9,77,2023-02-26 18:58:06.794203
Batom matte,Alimentos,83.03,Filial 4,22,2023-04-10 18:58:06.794203
Blush em pó,Alimentos,80.9,Filial 2,57,2023-02-25 18:58:06.794203
Corretivo,Eletrodomésticos,84.55,Filial 7,95,2022-11-15 18:58:06.794203
Batom líquido,Alimentos,94.41,Filial 8,63,2022-11-06 18:58:06.794203
Máscara de cílios,Alimentos,33.08,Filial 1,83,2023-08-22 18:58:06.794203
Delineador líquido,Alimentos,52.37,Filial 8,39,2023-01-06 18:58:06.794203
Base líquida,Roupas,61.57,Filial 5,64,2023-08-25 18:58:06.794203
Corretivo,Alimentos,91.95,Filial 2,82,2023-08-25 18:58:06.794203
Base líquida,Eletrodomésticos,51.46,Filial 1,74,2023-04-08 18:58:06.794203
Batom líquido,Alimentos,62.31,Filial 10,61,2022-12-30 18:58:06.794203
Batom matte,Alimentos,79.0,Filial 1,55,2023-04-27 18:58:06.794203
Batom líquido,Roupas,48.84,Filial 5,78,2022-12-28 18:58:06.794203
Delineador líquido,Alimentos,35.21,Filial 2,29,2023-05-08 18:58:06.794203
Base líquida,Alimentos,14.93,Filial 3,61,2023-01-13 18:58:06.794203
Blush em pó,Alimentos,51.78,Filial 5,59,2022-11-10 18:58:06.794203
Sombra de olhos,Eletrodomésticos,53.31,Filial 3,5,2023-06-11 18:58:06.794203
Máscara de cílios,Alimentos,36.04,Filial 6,71,2023-06-01 18:58:06.794203
Batom matte,Roupas,79.81,Filial 7,48,2022-12-23 18:58:06.794203
Batom matte,Roupas,46.44,Filial 10,43,2023-07-06 18:58:06.794203
Batom líquido,Alimentos,19.04,Filial 6,71,2023-08-20 18:58:06.794203
Delineador líquido,Roupas,21.13,Filial 7,8,2022-09-12 18:58:06.794203
Sombra de olhos,Roupas,74.45,Filial 3,58,2022-09-26 18:58:06.794203
Delineador líquido,Eletrônicos,47.28,Filial 7,81,2022-12-25 18:58:06.794203
Corretivo,Eletrônicos,97.55,Filial 8,80,2023-03-10 18:58:06.794203
Pó compacto,Roupas,57.63,Filial 9,91,2023-07-31 18:58:06.794203
Máscara de cílios,Eletrodomésticos,90.96,Filial 9,41,2023-04-04 18:58:06.794203
Batom matte,Eletrônicos,23.11,Filial 9,94,2023-06-04 18:58:06.794203
Corretivo,Eletrodomésticos,61.93,Filial 7,54,2023-01-17 18:58:06.794203
Corretivo,Eletrodomésticos,91.75,Filial 3,14,2023-06-20 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,5.78,Filial 10,81,2023-03-06 18:58:06.794203
Pó compacto,Eletrônicos,43.19,Filial 1,59,2023-02-09 18:58:06.794203
Base líquida,Eletrônicos,56.12,Filial 9,40,2023-04-27 18:58:06.794203
Sombra de olhos,Eletrônicos,11.85,Filial 9,81,2023-05-01 18:58:06.794203
Delineador líquido,Eletrodomésticos,87.51,Filial 10,87,2023-06-28 18:58:06.794203
Blush em pó,Alimentos,20.76,Filial 2,24,2022-10-27 18:58:06.794203
Sombra de olhos,Roupas,16.97,Filial 8,49,2023-06-08 18:58:06.794203
Corretivo,Eletrônicos,50.98,Filial 9,52,2022-09-13 18:58:06.794203
Máscara de cílios,Eletrônicos,17.15,Filial 10,47,2023-09-05 18:58:06.794203
Batom líquido,Alimentos,9.74,Filial 5,81,2023-07-02 18:58:06.794203
Blush em pó,Roupas,26.85,Filial 8,59,2023-01-23 18:58:06.794203
Delineador líquido,Alimentos,50.86,Filial 8,46,2023-08-23 18:58:06.794203
Sombra de olhos,Eletrônicos,65.32,Filial 8,46,2023-02-23 18:58:06.794203
Pó compacto,Roupas,74.64,Filial 6,1,2022-10-31 18:58:06.794203
Batom líquido,Eletrônicos,52.92,Filial 4,25,2023-07-18 18:58:06.794203
Blush em pó,Alimentos,74.34,Filial 1,57,2023-04-19 18:58:06.794203
Pó compacto,Roupas,97.73,Filial 4,96,2023-01-19 18:58:06.794203
Blush em pó,Roupas,71.76,Filial 7,20,2023-06-28 18:58:06.794203
Delineador líquido,Alimentos,58.0,Filial 8,52,2023-05-31 18:58:06.794203
Delineador líquido,Eletrônicos,73.78,Filial 10,62,2023-07-29 18:58:06.794203
Corretivo,Eletrônicos,10.86,Filial 4,70,2023-06-11 18:58:06.794203
Delineador líquido,Alimentos,51.84,Filial 7,90,2023-03-16 18:58:06.794203
Pó compacto,Roupas,7.03,Filial 9,71,2023-03-25 18:58:06.794203
Sombra de olhos,Roupas,99.93,Filial 8,18,2023-04-09 18:58:06.794203
Blush em pó,Eletrodomésticos,2.6,Filial 1,72,2023-07-09 18:58:06.794203
Corretivo,Eletrônicos,60.19,Filial 3,50,2023-06-25 18:58:06.794203
Batom matte,Alimentos,45.11,Filial 1,95,2022-11-21 18:58:06.794203
Lápis de sobrancelha,Roupas,47.55,Filial 1,57,2023-03-29 18:58:06.794203
Máscara de cílios,Eletrônicos,35.51,Filial 10,88,2023-07-01 18:58:06.794203
Batom matte,Roupas,33.6,Filial 2,37,2023-04-14 18:58:06.794203
Blush em pó,Eletrodomésticos,55.23,Filial 7,100,2023-03-16 18:58:06.794203
Lápis de sobrancelha,Alimentos,56.08,Filial 4,25,2022-11-24 18:58:06.794203
Batom líquido,Eletrodomésticos,35.95,Filial 10,17,2022-09-24 18:58:06.794203
Batom líquido,Eletrônicos,51.44,Filial 6,42,2023-05-25 18:58:06.794203
Pó compacto,Eletrodomésticos,25.2,Filial 4,21,2023-02-18 18:58:06.794203
Corretivo,Eletrônicos,21.37,Filial 7,59,2023-08-16 18:58:06.794203
